handle,field,default content (en),translated content (ar)
crystal-growing-kit,title,Hi5 Crystal Growing Kit — Large,طقم علمي من Hi5 — Crystal Growing Kit — Large
crystal-growing-kit,body_html,"<p>Hi5 Crystal Growing Kit — Large — hands-on science that feels like play.</p><p>Curious kids follow the steps, see real results and learn why it works. From Hi5.</p>",<p>طقم علمي من Hi5 — علوم عملية بطعم اللعب.</p><p>يتبع الصغار الخطوات ويرون نتائج حقيقية ويتعلمون السبب.</p>
zap-bouncy-balls,title,Hi5 ZAP! Make Your Own Bouncy Balls Kit,طقم ZAP! من Hi5 — ZAP! Make Your Own Bouncy Balls Kit
zap-bouncy-balls,body_html,"<p>Hi5 ZAP! Make Your Own Bouncy Balls Kit with everything needed in one box.</p><p>A ready-made activity for weekends, holidays and gifts. From Hi5.</p>",<p>طقم ZAP! من Hi5 بكل ما تحتاجه في علبة واحدة.</p><p>نشاط جاهز لنهايات الأسبوع والإجازات والهدايا.</p>
zap-extra-diy-putty-lab,title,Hi5 ZAP! Extra DIY Putty Lab,طقم ZAP! من Hi5 — ZAP! Extra DIY Putty Lab
zap-extra-diy-putty-lab,body_html,"<p>Hi5 ZAP! Extra DIY Putty Lab with everything needed in one box.</p><p>A ready-made activity for weekends, holidays and gifts. From Hi5.</p>",<p>طقم ZAP! من Hi5 بكل ما تحتاجه في علبة واحدة.</p><p>نشاط جاهز لنهايات الأسبوع والإجازات والهدايا.</p>
zap-extra-crystal-world,title,Hi5 ZAP! Extra Crystal World Kit,طقم علمي ZAP! من Hi5 — ZAP! Extra Crystal World Kit
zap-extra-crystal-world,body_html,"<p>Hi5 ZAP! Extra Crystal World Kit — hands-on science that feels like play.</p><p>Curious kids follow the steps, see real results and learn why it works. From Hi5.</p>",<p>طقم علمي ZAP! من Hi5 — علوم عملية بطعم اللعب.</p><p>يتبع الصغار الخطوات ويرون نتائج حقيقية ويتعلمون السبب.</p>
inkredibles-adorable-axolotls-magic-ink,title,Inkredibles Adorable Axolotls Magic Ink Book,كتاب من Hi5 — Adorable Axolotls Magic Ink Book
inkredibles-adorable-axolotls-magic-ink,body_html,<p>Inkredibles Adorable Axolotls Magic Ink Book — facts and fun between two covers.</p><p>A lovely gift for curious readers. From Hi5.</p>,<p>كتاب من Hi5 — معلومات ومتعة بين غلافين.</p><p>هدية جميلة لكل قارئ فضولي.</p>
building-blocks-puzzle-train-first-alphapet,title,Hi5 Building Blocks Puzzle Train First Alphabet — Style 1,لغز تصميم ١ من Hi5
building-blocks-puzzle-train-first-alphapet,body_html,"<p>Hi5 Building Blocks Puzzle Train First Alphabet to twist, solve and master.</p><p>Builds patience and problem-solving — dangerously moreish. From Hi5.</p>",<p>لغز تصميم ١ من Hi5 للحل والإتقان.</p><p>ينمّي الصبر ومهارات الحل — وإدمانه لطيف.</p>
building-blocks-puzzle-train-first-alphapet-2,title,Hi5 Building Blocks Puzzle Train First Alphabet — Style 2,لغز تصميم ٢ من Hi5
building-blocks-puzzle-train-first-alphapet-2,body_html,"<p>Hi5 Building Blocks Puzzle Train First Alphabet to twist, solve and master.</p><p>Builds patience and problem-solving — dangerously moreish. From Hi5.</p>",<p>لغز تصميم ٢ من Hi5 للحل والإتقان.</p><p>ينمّي الصبر ومهارات الحل — وإدمانه لطيف.</p>
zap-pom-pom-friends,title,Hi5 ZAP! Pom-Pom Friends Kit,طقم ZAP! من Hi5 — ZAP! Pom-Pom Friends Kit
zap-pom-pom-friends,body_html,"<p>Hi5 ZAP! Pom-Pom Friends Kit with everything needed in one box.</p><p>A ready-made activity for weekends, holidays and gifts. From Hi5.</p>",<p>طقم ZAP! من Hi5 بكل ما تحتاجه في علبة واحدة.</p><p>نشاط جاهز لنهايات الأسبوع والإجازات والهدايا.</p>
pom-pom-animal-kit-panda,title,Hi5 Pom Animal Kit-panda,طقم من Hi5 — Pom Animal Kit-panda
pom-pom-animal-kit-panda,body_html,"<p>Hi5 Pom Animal Kit-panda with everything needed in one box.</p><p>A ready-made activity for weekends, holidays and gifts. From Hi5.</p>",<p>طقم من Hi5 بكل ما تحتاجه في علبة واحدة.</p><p>نشاط جاهز لنهايات الأسبوع والإجازات والهدايا.</p>
pom-pom-animal-kit-rabbit,title,Hi5 Pom Animal Kit-rabbit,طقم من Hi5 — Pom Animal Kit-rabbit
pom-pom-animal-kit-rabbit,body_html,"<p>Hi5 Pom Animal Kit-rabbit with everything needed in one box.</p><p>A ready-made activity for weekends, holidays and gifts. From Hi5.</p>",<p>طقم من Hi5 بكل ما تحتاجه في علبة واحدة.</p><p>نشاط جاهز لنهايات الأسبوع والإجازات والهدايا.</p>
pom-pom-animal-kit-alpaca,title,Hi5 Pom Animal Kit-alpaca,طقم من Hi5 — Pom Animal Kit-alpaca
pom-pom-animal-kit-alpaca,body_html,"<p>Hi5 Pom Animal Kit-alpaca with everything needed in one box.</p><p>A ready-made activity for weekends, holidays and gifts. From Hi5.</p>",<p>طقم من Hi5 بكل ما تحتاجه في علبة واحدة.</p><p>نشاط جاهز لنهايات الأسبوع والإجازات والهدايا.</p>
pom-pom-animal-kit-fox,title,Hi5 Pom Animal Kit-fox,طقم من Hi5 — Pom Animal Kit-fox
pom-pom-animal-kit-fox,body_html,"<p>Hi5 Pom Animal Kit-fox with everything needed in one box.</p><p>A ready-made activity for weekends, holidays and gifts. From Hi5.</p>",<p>طقم من Hi5 بكل ما تحتاجه في علبة واحدة.</p><p>نشاط جاهز لنهايات الأسبوع والإجازات والهدايا.</p>
african-adventure-colouring-activity-set,title,Hi5 African Adventure Colouring & Activity Set,كتاب أنشطة من Hi5 — African Adventure Colouring & Activity Set
african-adventure-colouring-activity-set,body_html,"<p>Hi5 African Adventure Colouring & Activity Set packed with things to do, colour and learn.</p><p>Keeps young minds busy on quiet afternoons and long car rides. From Hi5.</p>",<p>كتاب أنشطة من Hi5 مليء بأنشطة التلوين والتعلم.</p><p>يشغل العقول الصغيرة في الأمسيات الهادئة والرحلات الطويلة.</p>
discover-the-dinosaurs-colouring-activity-set,title,Hi5 Discover the Dinosaurs Colouring & Activity Set,كتاب أنشطة من Hi5 — Discover the Dinosaurs Colouring & Activity Set
discover-the-dinosaurs-colouring-activity-set,body_html,"<p>Hi5 Discover the Dinosaurs Colouring & Activity Set packed with things to do, colour and learn.</p><p>Keeps young minds busy on quiet afternoons and long car rides. From Hi5.</p>",<p>كتاب أنشطة من Hi5 مليء بأنشطة التلوين والتعلم.</p><p>يشغل العقول الصغيرة في الأمسيات الهادئة والرحلات الطويلة.</p>
the-very-hungry-caterpiller-activity-set,title,The Very Hungry Caterpillar Colouring & Activity Set,كتاب أنشطة The Very Hungry Caterpillar من Hi5 — Very Hungry Caterpillar Colouring & Activity Set
the-very-hungry-caterpiller-activity-set,body_html,"<p>The Very Hungry Caterpillar Colouring & Activity Set packed with things to do, colour and learn.</p><p>Keeps young minds busy on quiet afternoons and long car rides. From Hi5.</p>",<p>كتاب أنشطة The Very Hungry Caterpillar من Hi5 مليء بأنشطة التلوين والتعلم.</p><p>يشغل العقول الصغيرة في الأمسيات الهادئة والرحلات الطويلة.</p>
the-very-hungry-caterpiller-finger-prints,title,Hi5 The Very Hungry Caterpillar Finger Prints,كتاب أنشطة The Very Hungry Caterpillar من Hi5 — The Very Hungry Caterpillar Finger Prints
the-very-hungry-caterpiller-finger-prints,body_html,"<p>Hi5 The Very Hungry Caterpillar Finger Prints packed with things to do, colour and learn.</p><p>Keeps young minds busy on quiet afternoons and long car rides. From Hi5.</p>",<p>كتاب أنشطة The Very Hungry Caterpillar من Hi5 مليء بأنشطة التلوين والتعلم.</p><p>يشغل العقول الصغيرة في الأمسيات الهادئة والرحلات الطويلة.</p>
under-the-sea-finger-prints,title,Hi5 Under the Sea Finger Prints,كتاب أنشطة من Hi5 — Under the Sea Finger Prints
under-the-sea-finger-prints,body_html,"<p>Hi5 Under the Sea Finger Prints packed with things to do, colour and learn.</p><p>Keeps young minds busy on quiet afternoons and long car rides. From Hi5.</p>",<p>كتاب أنشطة من Hi5 مليء بأنشطة التلوين والتعلم.</p><p>يشغل العقول الصغيرة في الأمسيات الهادئة والرحلات الطويلة.</p>
on-the-farm-finger-prints,title,Hi5 On the Farm Finger Prints,كتاب أنشطة من Hi5 — On the Farm Finger Prints
on-the-farm-finger-prints,body_html,"<p>Hi5 On the Farm Finger Prints packed with things to do, colour and learn.</p><p>Keeps young minds busy on quiet afternoons and long car rides. From Hi5.</p>",<p>كتاب أنشطة من Hi5 مليء بأنشطة التلوين والتعلم.</p><p>يشغل العقول الصغيرة في الأمسيات الهادئة والرحلات الطويلة.</p>
magical-rainbowland-finger-prints,title,Hi5 Magical Rainbowland Finger Prints,كتاب أنشطة من Hi5 — Magical Rainbowland Finger Prints
magical-rainbowland-finger-prints,body_html,"<p>Hi5 Magical Rainbowland Finger Prints packed with things to do, colour and learn.</p><p>Keeps young minds busy on quiet afternoons and long car rides. From Hi5.</p>",<p>كتاب أنشطة من Hi5 مليء بأنشطة التلوين والتعلم.</p><p>يشغل العقول الصغيرة في الأمسيات الهادئة والرحلات الطويلة.</p>
adorable-axolotls-colouring-activity-set,title,Hi5 Adorable Axolotls Colouring & Activity Set,كتاب أنشطة من Hi5 — Adorable Axolotls Colouring & Activity Set
adorable-axolotls-colouring-activity-set,body_html,"<p>Hi5 Adorable Axolotls Colouring & Activity Set packed with things to do, colour and learn.</p><p>Keeps young minds busy on quiet afternoons and long car rides. From Hi5.</p>",<p>كتاب أنشطة من Hi5 مليء بأنشطة التلوين والتعلم.</p><p>يشغل العقول الصغيرة في الأمسيات الهادئة والرحلات الطويلة.</p>
zap-kawaii-rock-painting-kiy,title,Hi5 ZAP! Kawaii Rock Painting Kit,طقم ZAP! من Hi5 — ZAP! Kawaii Rock Painting Kit
zap-kawaii-rock-painting-kiy,body_html,"<p>Hi5 ZAP! Kawaii Rock Painting Kit with everything needed in one box.</p><p>A ready-made activity for weekends, holidays and gifts. From Hi5.</p>",<p>طقم ZAP! من Hi5 بكل ما تحتاجه في علبة واحدة.</p><p>نشاط جاهز لنهايات الأسبوع والإجازات والهدايا.</p>
zap-frienship-bracelet,title,Hi5 ZAP! Friendship Bracelet Kit,طقم ZAP! من Hi5 — ZAP! Friendship Bracelet Kit
zap-frienship-bracelet,body_html,"<p>Hi5 ZAP! Friendship Bracelet Kit with everything needed in one box.</p><p>A ready-made activity for weekends, holidays and gifts. From Hi5.</p>",<p>طقم ZAP! من Hi5 بكل ما تحتاجه في علبة واحدة.</p><p>نشاط جاهز لنهايات الأسبوع والإجازات والهدايا.</p>
my-roar-some-dinosaurs-puzzle-activity-book,title,Hi5 My Roar-some Dinosaurs Puzzle & Activity Book,كتاب أنشطة من Hi5 — My Roar-some Dinosaurs Puzzle & Activity Book
my-roar-some-dinosaurs-puzzle-activity-book,body_html,"<p>Hi5 My Roar-some Dinosaurs Puzzle & Activity Book packed with things to do, colour and learn.</p><p>Keeps young minds busy on quiet afternoons and long car rides. From Hi5.</p>",<p>كتاب أنشطة من Hi5 مليء بأنشطة التلوين والتعلم.</p><p>يشغل العقول الصغيرة في الأمسيات الهادئة والرحلات الطويلة.</p>
craft-maker-cross-stitch-kit,title,Hi5 Craft Maker Cross-stitch Kit,طقم Stitch من Hi5
craft-maker-cross-stitch-kit,body_html,"<p>Hi5 Craft Maker Cross-stitch Kit with everything needed in one box.</p><p>A ready-made activity for weekends, holidays and gifts. From Hi5.</p>",<p>طقم Stitch من Hi5 بكل ما تحتاجه في علبة واحدة.</p><p>نشاط جاهز لنهايات الأسبوع والإجازات والهدايا.</p>
incredible-but-true-bugs-insects,title,Incredible But True — Bugs & Insects Book,كتاب من Hi5 — But True — Bugs & Insects Book
incredible-but-true-bugs-insects,body_html,<p>Incredible But True — Bugs & Insects Book — facts and fun between two covers.</p><p>A lovely gift for curious readers. From Hi5.</p>,<p>كتاب من Hi5 — معلومات ومتعة بين غلافين.</p><p>هدية جميلة لكل قارئ فضولي.</p>
incredible-but-true-space,title,Incredible But True — Space Book,كتاب من Hi5 — But True — Space Book
incredible-but-true-space,body_html,<p>Incredible But True — Space Book — facts and fun between two covers.</p><p>A lovely gift for curious readers. From Hi5.</p>,<p>كتاب من Hi5 — معلومات ومتعة بين غلافين.</p><p>هدية جميلة لكل قارئ فضولي.</p>
incredible-but-true-animals,title,Incredible But True — Animals Book,كتاب من Hi5 — But True — Animals Book
incredible-but-true-animals,body_html,<p>Incredible But True — Animals Book — facts and fun between two covers.</p><p>A lovely gift for curious readers. From Hi5.</p>,<p>كتاب من Hi5 — معلومات ومتعة بين غلافين.</p><p>هدية جميلة لكل قارئ فضولي.</p>
